Listing ID,Listing name,Final URL,Image URL,City name,Description,Price,Property type,Listing type,Contextual keywords,Address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price
38024,"Apartamento à venda com 3 quartos no CAMPOS ELÍSEOS, RIBEIRÃO PRETO - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/venda-e-locacao/apartamentos/ribeirao-preto/campos-eliseos/38024,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/38024/fefa5f670f16ada7e9f00421a75af892AT.jpg,RIBEIRÃO PRETO,Apartamento - 3 quartos - Campos Elíseos - 95m² - Ribeirão Preto,550000 BRL,apartment,rent,apartamento;locação;3 quartos;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 550.000/mês
32320,"Salão Comercial para alugar, 160m² - no Jardim Nova Aliança - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/nova-alianca-sul/32320,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32320/1694551790471AT.jpg,RIBEIRÃO PRETO,Comercial - Nova Aliança Sul - 160m² - Ribeirão Preto,11000 BRL,commercial,rent,comercial;locação;nova aliança sul;ribeirão preto,"Nova Aliança Sul, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 11.000/mês
32389,"Apartamento com 3 quartos para alugar, 152m² - Nova Aliança - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/nova-alianca/32389,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32389/191b17230ddd300a01d55cfb9f0b010cAT.jpg,RIBEIRÃO PRETO,Apartamento - 3 quartos - Nova Aliança - 152m² - Ribeirão Preto,5600 BRL,apartment,rent,apartamento;locação;3 quartos;nova aliança;ribeirão preto,"Nova Aliança, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 5.600/mês
32582,"Sala Comercial para alugar, 21m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/32582,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32582/1694552520583AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 21m² - Ribeirão Preto,900 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 900/mês
41036,"Salão comercial para alugar, 198m² - Parque das Andorinhas - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/venda-e-locacao/comercial/ribeirao-preto/parque-das-andorinhas/41036,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41036/92f7a39e4857861f587312d1e880d9ceAT.jpg,RIBEIRÃO PRETO,Comercial - Parque Das Andorinhas - 198m² - Ribeirão Preto,1100000 BRL,commercial,rent,comercial;locação;parque das andorinhas;ribeirão preto,"PARQUE DAS ANDORINHAS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.100.000/mês
32647,"Apartamento com 4 quartos para alugar, 336m² - Jardim Irajá - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/jardim-iraja/32647,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32647/1d1ce412b0669a29e215a12949882d63AT.jpg,RIBEIRÃO PRETO,Apartamento - 4 quartos - Jardim Irajá - 336m² - Ribeirão Preto,9000 BRL,apartment,rent,apartamento;locação;4 quartos;jardim irajá;ribeirão preto,"JARDIM IRAJÁ, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 9.000/mês
40963,"Casa de Condomínio com 4 quartos à venda, 410 m² - Jardim Botânico - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/venda-e-locacao/casas/ribeirao-preto/jardim-sao-luiz/40963,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/40963/e4a46a6ac91b0eb39677e388073f5a6aAT.jpg,RIBEIRÃO PRETO,Casa - 4 quartos - Jardim São Luiz - 410m² - Ribeirão Preto,3600000 BRL,house,rent,casa;locação;4 quartos;jardim são luiz;ribeirão preto,"JARDIM SÃO LUIZ, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.600.000/mês
39017,"Casa Residencial para alugar, 134m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/venda-e-locacao/casas/ribeirao-preto/campos-eliseos/39017,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/39017/52bdf4e6a2a8b110e558986bdd42947dAT.jpg,RIBEIRÃO PRETO,Casa - 3 quartos - Campos Elíseos - 134m² - Ribeirão Preto,290000 BRL,house,rent,casa;locação;3 quartos;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 290.000/mês
41034,"Casa com 3 quartos para alugar, 138m²- Presidente Médici - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/venda-e-locacao/casas/ribeirao-preto/presidente-medici/41034,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41034/557c011c760995763a3cd02d89ba1fb6AT.jpg,RIBEIRÃO PRETO,Casa - 3 quartos - Presidente Médici - 138m² - Ribeirão Preto,370000 BRL,house,rent,casa;locação;3 quartos;presidente médici;ribeirão preto,"PRESIDENTE MÉDICI, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 370.000/mês
32677,"Apartamento Flat Mobiliado para alugar, 53m² - Alto da Boa Vista - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/alto-da-boa-vista/32677,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32677/20a6821e3b358a4f0739ecc1990e497cAT.jpg,RIBEIRÃO PRETO,Apartamento - 1 quartos - Alto Da Boa Vista - 53m² - Ribeirão Preto,3500 BRL,apartment,rent,apartamento;locação;1 quartos;alto da boa vista;ribeirão preto,"ALTO DA BOA VISTA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.500/mês
41259,"Sala comercial para alugar, 22m² - Jardim Paulistano - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulistano/41259,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41259/7f70036a11c7f1882d5b7c525fc347c7AT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Paulistano - 22m² - Ribeirão Preto,970 BRL,commercial,rent,comercial;locação;jardim paulistano;ribeirão preto,"JARDIM PAULISTANO, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 970/mês
41265,"Salão comercial para alugar, 78m² - Jardim Paulista - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulista/41265,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41265/7d23bec55c112490e3b24de08227677dAT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Paulista - 78m² - Ribeirão Preto,3200 BRL,commercial,rent,comercial;locação;jardim paulista;ribeirão preto,"JARDIM PAULISTA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.200/mês
41270,"Sala comercial para alugar, 56m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41270,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41270/164842506ff346bd29126155f92f2932AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 56m² - Ribeirão Preto,950 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 950/mês
41277,"Galpão comercial para alugar, 500m² - Jardim Jóquei Clube - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-joquei-clube/41277,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41277/79af6dd82d86248f39554d04f366b39aAT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Jóquei Clube - 500m² - Ribeirão Preto,15000 BRL,commercial,rent,comercial;locação;jardim jóquei clube;ribeirão preto,"JARDIM JÓQUEI CLUBE, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 15.000/mês
41279,"Prédio comercial com 2 salões para alugar, 570m² - Jardim Paulistano - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulistano/41279,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41279/19065ee2cffdb76de79b7717088ebf25AT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Paulistano - 570m² - Ribeirão Preto,16800 BRL,commercial,rent,comercial;locação;jardim paulistano;ribeirão preto,"JARDIM PAULISTANO, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 16.800/mês
41287,"Galpão Comercial para alugar, 891m² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41287,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41287/c087130ac802a34c2b8994df76fa14deAT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 891m² - Ribeirão Preto,8000 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 8.000/mês
41291,"Galpão comercial para alugar, 872m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41291,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41291/9f457691cc8e841968c376f14755ba74AT.jpg,RIBEIRÃO PRETO,Comercial - Campos Elíseos - 872m² - Ribeirão Preto,15000 BRL,commercial,rent,comercial;locação;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 15.000/mês
41294,"Casa comercial com 6 salas para alugar, 88m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/casas/ribeirao-preto/centro/41294,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41294/7fb1d401ff979b90c6c2d6e6ff17870bAT.jpg,RIBEIRÃO PRETO,Casa - 4 quartos - Centro - 88m² - Ribeirão Preto,2200 BRL,house,rent,casa;locação;4 quartos;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 2.200/mês
41306,"Sala comercial para alugar, 18m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41306,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41306/031794265552a7ea1b0558461457e196AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 18m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41308,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41308,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41308/e39a8b70dd9f5032954cf95c6f882d41AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 30m² - Ribeirão Preto,700 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 700/mês
41309,"Sala comercial para alugar, 18m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41309,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41309/fe70f96f3561f7e644eae1c0fd7cb2daAT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 18m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41307,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41307,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41307/bfe104d1ecfb37c396d588c4be70a68fAT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 30m² - Ribeirão Preto,700 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 700/mês
41310,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41310,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41310/5d303f7a387e13653993549075c70b58AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 30m² - Ribeirão Preto,700 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 700/mês
41311,"Sala comercial para alugar, 60m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41311,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41311/530b2d11d473c5bf92d8177e23de87e7AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 60m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41316,"Salão comercial para alugar, 251m² - Jardim Paulistano - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulistano/41316,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41316/0afdefea94fc7659603fbf88c7d5f75dAT.jpg,RIBEIRÃO PRETO,Comercial - 1 quartos - Jardim Paulistano - 251m² - Ribeirão Preto,10800 BRL,commercial,rent,comercial;locação;1 quartos;jardim paulistano;ribeirão preto,"JARDIM PAULISTANO, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 10.800/mês
41321,"Salão comercial para alugar, 40m² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41321,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41321/10a84cc95c59d98b59788aba78becf2cAT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 40m² - Ribeirão Preto,1550 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.550/mês
41332,"Galpão comercial para alugar, 286m² - Vila Carvalho - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/vila-carvalho/41332,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41332/4e5a4b5af7272b8eb1797c6d3dfee594AT.jpg,RIBEIRÃO PRETO,Comercial - Vila Carvalho - 286m² - Ribeirão Preto,5000 BRL,commercial,rent,comercial;locação;vila carvalho;ribeirão preto,"VILA CARVALHO, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 5.000/mês
41337,"Salão comercial para alugar, 480m² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41337,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41337/1f89e6bec99918b893d76bd4d568f177AT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 480m² - Ribeirão Preto,12000 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 12.000/mês
41335,"Salão comercial com 3 andares para alugar, 1.756m² - Centro - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41335,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41335/1857cd566f7a1bba1e32b4bfc3ce5481AT.jpg,RIBEIRÃO PRETO,Comercial - Centro - 1m² - Ribeirão Preto,25000 BRL,commercial,rent,comercial;locação;centro;ribeirão preto,"Centro, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 25.000/mês
41343,"Casa comercial com 10 salas para alugar, 264 m² - Vila Seixas - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/vila-seixas/41343,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41343/bdae1b11287cee955e4144ebcd283946AT.jpg,RIBEIRÃO PRETO,Comercial - Vila Seixas - 264m² - Ribeirão Preto,15000 BRL,commercial,rent,comercial;locação;vila seixas;ribeirão preto,"VILA SEIXAS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 15.000/mês
41360,"Apartamento com 2 quartos para alugar, 41m² - Reserva Real - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/reserva-real/41360,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41360/921c70c3b56dc9e83297f401393c0159AT.jpg,RIBEIRÃO PRETO,Apartamento - 2 quartos - Reserva Real - 41m² - Ribeirão Preto,1000 BRL,apartment,rent,apartamento;locação;2 quartos;reserva real;ribeirão preto,"RESERVA REAL, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41362,"Casa comercial/residencial com 4 quartos para alugar, 517m² - Alto da Boa Vista - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/casas/ribeirao-preto/alto-da-boa-vista/41362,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41362/4d7a533644b6de40ee0a72d55f54d4e6AT.jpg,RIBEIRÃO PRETO,Casa - 4 quartos - Alto Da Boa Vista - 517m² - Ribeirão Preto,12000 BRL,house,rent,casa;locação;4 quartos;alto da boa vista;ribeirão preto,"ALTO DA BOA VISTA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 12.000/mês
41365,"Salão comercial para alugar, 420m²- Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41365,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41365/b53c770fbc5e22098f96cb9948c6bec7AT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 420m² - Ribeirão Preto,7000 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 7.000/mês
41370,"Salão comercial para alugar, 51m² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41370,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41370/b7d495d5615840d0a2b180191ef0a6adAT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 51m² - Ribeirão Preto,1300 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.300/mês
41373,"Salão comercial para alugar, 500m² - Jardim Zara - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-zara/41373,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41373/e070fb5eb1a521a904f12b7e180c746dAT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Zara - 500m² - Ribeirão Preto,3800 BRL,commercial,rent,comercial;locação;jardim zara;ribeirão preto,"JARDIM ZARA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.800/mês
41380,"Salão comercial para alugar, 151m² - Jardim Sumaré - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-sumare/41380,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41380/9a313b94c05208bdc946f3d1046bdda9AT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Sumaré - 151m² - Ribeirão Preto,6500 BRL,commercial,rent,comercial;locação;jardim sumaré;ribeirão preto,"JARDIM SUMARÉ, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 6.500/mês
41383,"Salão comercial com 2 salas para alugar, 300m²- Jardim Paulista - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulista/41383,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41383/f2625dc08185096aad847d241eddf7feAT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Paulista - 300m² - Ribeirão Preto,4000 BRL,commercial,rent,comercial;locação;jardim paulista;ribeirão preto,"JARDIM PAULISTA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 4.000/mês
41384,"Salão comercial com 8 salas para alugar, 750m² - Jardim Paulista - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulista/41384,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41384/101839b014b2310aa49d0c8b9774f858AT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Paulista - 750m² - Ribeirão Preto,7500 BRL,commercial,rent,comercial;locação;jardim paulista;ribeirão preto,"JARDIM PAULISTA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 7.500/mês
41391,"Apartamento com 2 quartos para alugar, 40m² - Recreio das Acácias - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/recreio-das-acacias/41391,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41391/c03a1a28b7e7463e37e981b1ee64da0bAT.jpg,RIBEIRÃO PRETO,Apartamento - 2 quartos - Recreio Das Acacias - 40m² - Ribeirão Preto,1300 BRL,apartment,rent,apartamento;locação;2 quartos;recreio das acacias;ribeirão preto,"Recreio das Acacias, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.300/mês
41389,"Salão comercial para alugar, 72² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41389,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41389/5e9d3b7cfd64cf9288c5a9c42aad2f0bAT.jpg,RIBEIRÃO PRETO,Comercial - Ipiranga - 72m² - Ribeirão Preto,3000 BRL,commercial,rent,comercial;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.000/mês
41393,"Salão comercial com 4 salas para alugar, 190m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41393,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41393/97fc55b1ce8e0eb2d8334b70e0b6a923AT.jpg,RIBEIRÃO PRETO,Comercial - Campos Elíseos - 190m² - Ribeirão Preto,3600 BRL,commercial,rent,comercial;locação;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 3.600/mês
41396,"Sala comercial para alugar, 28 m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41396,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41396/d0f82d90526b39c5e958dc44856cb019AT.jpg,RIBEIRÃO PRETO,Comercial - Campos Elíseos - 28m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41398,"Sala comercial para alugar, 28m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41398,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41398/17ad9ac6d9f938fe2dfcfc29396b4d85AT.jpg,RIBEIRÃO PRETO,Comercial - Campos Elíseos - 28m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41399,"Sala comercial para alugar, 28m² - Campos Elíseos - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41399,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41399/c867372999c0380bcf4126c846705303AT.jpg,RIBEIRÃO PRETO,Comercial - Campos Elíseos - 28m² - Ribeirão Preto,1000 BRL,commercial,rent,comercial;locação;campos elíseos;ribeirão preto,"CAMPOS ELÍSEOS, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.000/mês
41406,"Salão comercial com 10 salas para alugar, 282m²- Jardim Irajá - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-iraja/41406,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41406/f7bf77d17c0040e0553348bc98f0557eAT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Irajá - 282m² - Ribeirão Preto,20000 BRL,commercial,rent,comercial;locação;jardim irajá;ribeirão preto,"JARDIM IRAJÁ, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 20.000/mês
41407,"Salão comercial para alugar, 356m² - Jardim Cristo Redentor - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-cristo-redentor/41407,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41407/b3332ec90b21e233f712d2f9b669c289AT.jpg,RIBEIRÃO PRETO,Comercial - Jardim Cristo Redentor - 356m² - Ribeirão Preto,15500 BRL,commercial,rent,comercial;locação;jardim cristo redentor;ribeirão preto,"JARDIM CRISTO REDENTOR, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 15.500/mês
41408,"Apartamento com 2 quartos para alugar, 43m² - Jardim José Figueira - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/jardim-jose-figueira/41408,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41408/bc8dd858e11f2fb1d404e630ea657873AT.jpg,RIBEIRÃO PRETO,Apartamento - 2 quartos - Jardim José Figueira - 43m² - Ribeirão Preto,1300 BRL,apartment,rent,apartamento;locação;2 quartos;jardim josé figueira;ribeirão preto,"JARDIM JOSÉ FIGUEIRA, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.300/mês
41410,"Casa residencial/ comercial com 2 salas para alugar, 150m² - Ipiranga - Galeria Imobiliária",https://galeriaimobiliaria.com.br/imovel/locacao/casas/ribeirao-preto/ipiranga/41410,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41410/1c2d8f5811baef4de365bc2d870ee8dfAT.jpg,RIBEIRÃO PRETO,Casa - Ipiranga - 150m² - Ribeirão Preto,1850 BRL,house,rent,casa;locação;ipiranga;ribeirão preto,"Ipiranga, RIBEIRÃO PRETO, São Paulo",,,,,,,R$ 1.850/mês
